3.742485046386718750e-01,3.139805495738983154e-01,3.345485031604766846e-01,3.418847024440765381e-01,2.315853238105773926e-01
3.735659122467041016e-01,3.325477540493011475e-01,3.580560684204101562e-01,3.661505877971649170e-01,2.511364221572875977e-01
5.710482001304626465e-01,5.694537162780761719e-01,6.198097467422485352e-01,6.371526122093200684e-01,4.499195516109466553e-01
3.165411949157714844e-01,2.830036878585815430e-01,3.059632778167724609e-01,3.106246590614318848e-01,2.129920423030853271e-01
1.899303495883941650e-01,1.911893188953399658e-01,2.091235071420669556e-01,2.108073979616165161e-01,1.443578749895095825e-01
6.701647639274597168e-01,5.718715786933898926e-01,5.814901590347290039e-01,5.504127144813537598e-01,3.762839138507843018e-01
2.221960723400115967e-01,2.130781263113021851e-01,2.408486902713775635e-01,2.495754212141036987e-01,1.747983694076538086e-01
2.643212378025054932e-01,2.495942264795303345e-01,2.767320275306701660e-01,2.858747541904449463e-01,1.989005804061889648e-01
4.600848257541656494e-01,4.472683966159820557e-01,4.896854162216186523e-01,5.061289072036743164e-01,3.320953547954559326e-01
2.968328595161437988e-01,2.542753219604492188e-01,2.718788683414459229e-01,2.733649909496307373e-01,1.858523637056350708e-01
5.219659209251403809e-01,4.470802247524261475e-01,4.608286917209625244e-01,4.607481658458709717e-01,3.155690133571624756e-01
5.872886776924133301e-01,5.400189161300659180e-01,5.614851117134094238e-01,5.660640597343444824e-01,3.835581541061401367e-01
4.478503763675689697e-01,4.130842387676239014e-01,4.505635797977447510e-01,4.666620790958404541e-01,3.354536890983581543e-01
4.777162671089172363e-01,3.990730345249176025e-01,4.198342859745025635e-01,4.201341271400451660e-01,2.851954996585845947e-01
3.643755316734313965e-01,3.666133582592010498e-01,4.219197630882263184e-01,4.328593611717224121e-01,3.087314367294311523e-01
3.499571382999420166e-01,2.869698107242584229e-01,3.002586066722869873e-01,3.080248832702636719e-01,2.099332809448242188e-01
2.843569815158843994e-01,2.501169443130493164e-01,2.706250846385955811e-01,2.746069729328155518e-01,1.895464211702346802e-01
3.882471919059753418e-01,3.279641568660736084e-01,3.503829240798950195e-01,3.577434122562408447e-01,2.427780777215957642e-01
3.168171346187591553e-01,2.912695109844207764e-01,3.208000957965850830e-01,3.283362686634063721e-01,2.272928506135940552e-01
3.950833082199096680e-01,3.526535928249359131e-01,3.656038343906402588e-01,3.644085228443145752e-01,2.493977844715118408e-01
3.247867226600646973e-01,2.911176383495330811e-01,3.199440240859985352e-01,3.254548609256744385e-01,2.266668379306793213e-01
3.234288692474365234e-01,2.611141800880432129e-01,2.752292752265930176e-01,2.821383178234100342e-01,1.915930807590484619e-01
1.900666505098342896e-01,1.754041910171508789e-01,1.861900091171264648e-01,1.936099678277969360e-01,1.332419067621231079e-01
3.164413273334503174e-01,3.043975234031677246e-01,3.459108173847198486e-01,3.576628267765045166e-01,2.500549256801605225e-01
3.298645913600921631e-01,2.741484642028808594e-01,2.900294065475463867e-01,2.924998998641967773e-01,1.992654800415039062e-01
6.739917397499084473e-01,5.871337652206420898e-01,5.982989668846130371e-01,5.729299187660217285e-01,3.885546326637268066e-01
4.419668018817901611e-01,3.619552850723266602e-01,3.646986186504364014e-01,3.626162409782409668e-01,2.454774379730224609e-01
6.725348830223083496e-01,5.888247489929199219e-01,6.082258820533752441e-01,6.160796284675598145e-01,4.147541821002960205e-01
5.314448475837707520e-01,5.064599514007568359e-01,5.531464219093322754e-01,5.758529305458068848e-01,4.009595215320587158e-01
3.133022189140319824e-01,2.739875614643096924e-01,2.953558862209320068e-01,3.005744218826293945e-01,2.050088644027709961e-01
5.719354152679443359e-01,4.838681221008300781e-01,5.067952275276184082e-01,5.111398696899414062e-01,3.474713563919067383e-01
4.361800551414489746e-01,3.564624190330505371e-01,3.721957802772521973e-01,3.806863427162170410e-01,2.571452260017395020e-01
5.167655348777770996e-01,4.379975795745849609e-01,4.522944688796997070e-01,4.552066028118133545e-01,3.125073611736297607e-01
4.465487599372863770e-01,3.791556060314178467e-01,3.996781706809997559e-01,4.060748517513275146e-01,2.802127003669738770e-01
2.860286533832550049e-01,2.958427667617797852e-01,3.440724611282348633e-01,3.677871823310852051e-01,2.519891262054443359e-01
2.489119619131088257e-01,2.304610908031463623e-01,2.563149034976959229e-01,2.619962096214294434e-01,1.768865287303924561e-01
5.724007487297058105e-01,5.003187060356140137e-01,5.397671461105346680e-01,5.437007546424865723e-01,3.679076731204986572e-01
2.432008832693099976e-01,2.476758360862731934e-01,2.738798260688781738e-01,2.700312733650207520e-01,1.908473670482635498e-01
3.592729270458221436e-01,2.971679568290710449e-01,3.143513798713684082e-01,3.202887773513793945e-01,2.186828106641769409e-01
5.336466431617736816e-01,4.959138631820678711e-01,5.374723672866821289e-01,5.501188039779663086e-01,3.756470382213592529e-01
4.766746759414672852e-01,3.953864872455596924e-01,4.112130701541900635e-01,4.111296832561492920e-01,2.824959456920623779e-01
2.447401136159896851e-01,2.371416091918945312e-01,2.690290212631225586e-01,2.890094518661499023e-01,1.974908858537673950e-01
5.050635933876037598e-01,4.321568906307220459e-01,4.212335050106048584e-01,4.189722239971160889e-01,2.816199958324432373e-01
2.185296267271041870e-01,1.820182353258132935e-01,1.931830644607543945e-01,1.902177333831787109e-01,1.304313540458679199e-01
4.892483651638031006e-01,4.140498936176300049e-01,4.181522428989410400e-01,4.236530661582946777e-01,2.851331532001495361e-01
4.678865671157836914e-01,4.439030885696411133e-01,4.894718229770660400e-01,5.091602206230163574e-01,3.493331968784332275e-01
3.938557803630828857e-01,3.284095525741577148e-01,3.468941450119018555e-01,3.507589995861053467e-01,2.389657348394393921e-01
3.295610547065734863e-01,3.284085094928741455e-01,3.664924204349517822e-01,3.986622989177703857e-01,2.743528783321380615e-01
4.400511384010314941e-01,4.336978793144226074e-01,4.838455319404602051e-01,5.078740715980529785e-01,3.504841923713684082e-01
5.244110822677612305e-01,5.116509199142456055e-01,5.571506023406982422e-01,5.765996575355529785e-01,4.191121459007263184e-01
3.658118844032287598e-01,3.570159077644348145e-01,3.981189429759979248e-01,4.123944640159606934e-01,2.836275696754455566e-01
3.750351369380950928e-01,3.320280909538269043e-01,3.620584309101104736e-01,3.683011829853057861e-01,2.543912231922149658e-01
3.518780469894409180e-01,2.925903499126434326e-01,3.084180355072021484e-01,3.143796026706695557e-01,2.124799638986587524e-01
2.306878417730331421e-01,2.173368185758590698e-01,2.425337284803390503e-01,2.502642571926116943e-01,1.735215038061141968e-01
4.919478893280029297e-01,5.103445053100585938e-01,5.750616192817687988e-01,6.082948446273803711e-01,4.016508460044860840e-01
5.348623394966125488e-01,5.404641032218933105e-01,5.997875928878784180e-01,6.158537268638610840e-01,4.362566173076629639e-01
3.258834779262542725e-01,2.821673750877380371e-01,2.969392538070678711e-01,3.033241927623748779e-01,2.060960084199905396e-01
6.098269820213317871e-01,5.268318653106689453e-01,5.165228247642517090e-01,5.163705945014953613e-01,3.466591536998748779e-01
5.251542925834655762e-01,4.501382112503051758e-01,4.483529329299926758e-01,4.474086165428161621e-01,3.042241334915161133e-01
5.838999748229980469e-01,5.027758479118347168e-01,4.903722107410430908e-01,4.879916012287139893e-01,3.292372226715087891e-01
2.677243351936340332e-01,2.180543988943099976e-01,2.311864942312240601e-01,2.328024059534072876e-01,1.595971584320068359e-01
5.461786389350891113e-01,5.562069416046142578e-01,6.101920008659362793e-01,6.273908615112304688e-01,4.417648315429687500e-01
3.746275603771209717e-01,3.390694856643676758e-01,3.741620182991027832e-01,3.798836767673492432e-01,2.652212083339691162e-01
3.714138865470886230e-01,3.033901751041412354e-01,3.191233277320861816e-01,3.251998424530029297e-01,2.228288352489471436e-01
5.352611541748046875e-01,4.534062445163726807e-01,4.456107914447784424e-01,4.446908533573150635e-01,3.020365834236145020e-01
5.066668987274169922e-01,4.267101883888244629e-01,4.393435716629028320e-01,4.415537118911743164e-01,3.033928573131561279e-01
2.132950574159622192e-01,1.908369362354278564e-01,2.098883837461471558e-01,2.151480168104171753e-01,1.470320373773574829e-01
5.902081727981567383e-01,5.922272801399230957e-01,6.476472616195678711e-01,6.335135102272033691e-01,4.129171669483184814e-01
2.197192907333374023e-01,1.988609880208969116e-01,1.997200995683670044e-01,1.937914937734603882e-01,1.285746544599533081e-01
5.172391533851623535e-01,4.507710933685302734e-01,4.707524478435516357e-01,4.739629626274108887e-01,3.259493708610534668e-01
5.108394026756286621e-01,4.344805479049682617e-01,4.402182698249816895e-01,4.419193267822265625e-01,2.996082007884979248e-01
